latitude,longitude,elevation,year,month,day,hour,minute,second,horizon,
-6.273757901046434,147.20290022836812,411.57662216245353,2019, 5, 13, 22, 30, 59.99999642372131,0,
-9.3179422263732,149.4045402318858,412.20521709516333,2019, 5, 13, 22, 31, 59.99999284744263,0,
-12.344022277481885,151.64845019863512,412.918412489468,2019, 5, 13, 22, 32, 59.99998927116394,0,
-15.345657785703157,153.94957681075093,413.70802029674536,2019, 5, 13, 22, 33, 59.999985694885254,0,
-18.316042370220433,156.32371823691645,414.5642962766663,2019, 5, 13, 22, 34, 59.99998211860657,0,
-21.247761614407263,158.787733226381,415.47610340805625,2019, 5, 13, 22, 36, 1.8775463104248047e-05,0,
-24.132623420232843,161.35972769229073,416.43109849743684,2019, 5, 13, 22, 37, 1.519918441772461e-05,0,
-26.961487283810282,164.05922748692993,417.4159474581393,2019, 5, 13, 22, 38, 1.1622905731201172e-05,0,
-29.72405165004832,166.90727769708644,418.41655280096063,2019, 5, 13, 22, 39, 8.046627044677734e-06,0,
-32.40862987546813,169.92645149123845,419.41829796825715,2019, 5, 13, 22, 40, 4.470348358154297e-06,0,
-35.00190821625027,173.14069705213961,420.40630025102035,2019, 5, 13, 22, 41, 8.940696716308594e-07,0,
-37.488700195811006,176.57493717095187,421.3656681563529,2019, 5, 13, 22, 41, 59.999997317790985,0,
-39.851720689630206,-179.74569358034182,422.28175852551254,2019, 5, 13, 22, 42, 59.9999937415123,0,
-42.07141879472964,-175.79711431992746,423.14042881929606,2019, 5, 13, 22, 43, 59.99999016523361,0,
-44.12592902073532,-171.55820717600903,423.9282801839482,2019, 5, 13, 22, 44, 59.999986588954926,0,
-45.9912231562215,-167.01347626268822,424.63288717524347,2019, 5, 13, 22, 45, 59.99998301267624,0,
-47.641563485612274,-162.15643285542416,425.24301033926696,2019, 5, 13, 22, 46, 59.99997943639755,0,
-49.050359531624366,-156.99344448449648,425.7487885164444,2019, 5, 13, 22, 48, 1.609325408935547e-05,0,
-50.191488463215975,-151.54745764533067,426.1419059421162,2019, 5, 13, 22, 49, 1.2516975402832031e-05,0,
-51.04106893385119,-145.8605541524882,426.41573645285297,2019, 5, 13, 22, 50, 8.940696716308594e-06,0,
-51.57950277778851,-139.99422695319478,426.56545582419034,2019, 5, 13, 22, 51, 5.364418029785156e-06,0,
-51.79347409523828,-134.0263874212207,426.5881258134224,2019, 5, 13, 22, 52, 1.7881393432617188e-06,0,
-51.677475878479264,-128.04500749285432,426.4827464726917,2019, 5, 13, 22, 52, 59.99999821186066,0,
-51.23448176929427,-122.13944282527284,426.2502763228514,2019, 5, 13, 22, 53, 59.99999463558197,0,
-50.4755794957886,-116.39142255909938,425.8936200716024,2019, 5, 13, 22, 54, 59.999991059303284,0,
-49.41866725172003,-110.8678333697906,425.4175840291217,2019, 5, 13, 22, 55, 59.9999874830246,0,
-48.0865516142538,-105.61668256577295,424.8287998442095,2019, 5, 13, 22, 56, 59.99998390674591,0,
-46.50487591273934,-100.66645772128548,424.1356176529271,2019, 5, 13, 22, 57, 59.999980330467224,0,
-44.70024281444486,-96.02813062580825,423.3479696415754,2019, 5, 13, 22, 59, 1.6987323760986328e-05,0,
-42.69875400215363,-91.6986581143045,422.47720933704306,2019, 5, 13, 23, 0, 1.341104507446289e-05,0,
-40.52501048864575,-87.66485400479964,421.535921004414,2019, 5, 13, 23, 1, 9.834766387939453e-06,0,
-38.201553119724586,-83.90696917101413,420.5377126590548,2019, 5, 13, 23, 2, 6.258487701416016e-06,0,
-35.74863012989733,-80.40157490597154,419.4969882265185,2019, 5, 13, 23, 3, 2.682209014892578e-06,0,
-33.18419526236045,-77.12369026781535,418.4287056139556,2019, 5, 13, 23, 3, 59.99999910593033,0,
-30.524046543277255,-74.04822588567812,417.3481242488685,2019, 5, 13, 23, 4, 59.99999552965164,0,
-27.782039380158217,-71.15088189488361,416.2705464280417,2019, 5, 13, 23, 5, 59.999991953372955,0,
-24.970329231957376,-68.40864357161551,415.21105704382774,2019, 5, 13, 23, 6, 59.99998837709427,0,
-22.099616322783973,-65.79999804452066,414.1842664017104,2019, 5, 13, 23, 7, 59.99998480081558,0,
-19.179377189862038,-63.304967482796094,413.20406090190875,2019, 5, 13, 23, 8, 59.999981224536896,0,
-16.21807400454332,-60.90502596392096,412.28336572363446,2019, 5, 13, 23, 10, 1.7881393432617188e-05,0,
-13.22335161508478,-58.582956565346706,411.4339277214496,2019, 5, 13, 23, 11, 1.430511474609375e-05,0,
-10.202193363571944,-56.322655341665104,410.66611369871214,2019, 5, 13, 23, 12, 1.0728836059570312e-05,0,
-7.161077907213088,-54.10893326987467,409.98874041555484,2019, 5, 13, 23, 13, 7.152557373046875e-06,0,
-4.106110567201575,-51.92730285564793,409.4089304470281,2019, 5, 13, 23, 14, 3.5762786865234375e-06,0,
-1.0431446444758619,-49.763764807890944,408.9320006345807,2019, 5, 13, 23, 15, 0.0,0,
2.0221056175961545,-47.604595232996694,408.56138479203014,2019, 5, 13, 23, 15, 59.99999642372131,0,
5.083956782909534,-45.43613458786737,408.29859225220224,2019, 5, 13, 23, 16, 59.99999284744263,0,
8.136649070989373,-43.244575060947064,408.143203078584,2019, 5, 13, 23, 17, 59.99998927116394,0,
11.174236693627424,-41.015748686178846,408.0928999789641,2019, 5, 13, 23, 18, 59.999985694885254,0,
14.190472040085956,-38.734913109970904,408.14353616779897,2019, 5, 13, 23, 19, 59.99998211860657,0,
17.17868202028602,-36.386535206113166,408.28923778283456,2019, 5, 13, 23, 21, 1.8775463104248047e-05,0,
20.13162089256888,-33.95408515338041,408.5225378952822,2019, 5, 13, 23, 22, 1.519918441772461e-05,0,
23.041326028287642,-31.41982449763019,408.8345408362926,2019, 5, 13, 23, 23, 1.1622905731201172e-05,0,
25.89893337718602,-28.76463308175951,409.2151113712039,2019, 5, 13, 23, 24, 8.046627044677734e-06,0,
28.69448060926042,-25.967874094180605,409.6530860666504,2019, 5, 13, 23, 25, 4.470348358154297e-06,0,
31.416685704968323,-23.00734270256923,410.13650202305075,2019, 5, 13, 23, 26, 8.940696716308594e-07,0,
34.05270644953687,-19.859351409135755,410.65283840370614,2019, 5, 13, 23, 26, 59.999997317790985,0,
36.58789036223254,-16.4990309650226,411.1892659627844,2019, 5, 13, 23, 27, 59.9999937415123,0,
39.00553424250553,-12.900954124658679,411.7328997199843,2019, 5, 13, 23, 28, 59.99999016523361,0,
41.286686795090034,-9.040217121344996,412.2710499767983,2019, 5, 13, 23, 29, 59.999986588954926,0,
43.410047170756144,-4.89412833156004,412.7914670097814,2019, 5, 13, 23, 30, 59.99998301267624,0,
45.35203537774135,-0.4446323683768997,413.2825749991162,2019, 5, 13, 23, 31, 59.99997943639755,0,
47.087133339675574,4.318497192921223,413.73369133158127,2019, 5, 13, 23, 33, 1.609325408935547e-05,0,
48.58859679495407,9.393839453421215,414.13522572578654,2019, 5, 13, 23, 34, 1.2516975402832031e-05,0,
49.829640922970825,14.764421764798977,414.4788602645337,2019, 5, 13, 23, 35, 8.940696716308594e-06,0,
50.785090785542664,20.394546523344157,414.75770129973426,2019, 5, 13, 23, 36, 5.364418029785156e-06,0,
51.43339915469689,26.22858058214301,414.9664053697251,2019, 5, 13, 23, 37, 1.7881393432617188e-06,0,
51.7587445674285,32.1928003128154,415.1012752430909,2019, 5, 13, 23, 37, 59.99999821186066,0,
51.752798085753106,38.20076318776321,415.16032489708084,2019, 5, 13, 23, 38, 59.99999463558197,0,
51.4157322952369,44.16154206560852,415.14331242769185,2019, 5, 13, 23, 39, 59.999991059303284,0,
50.75620042481553,49.98903960294868,415.0517403993648,2019, 5, 13, 23, 40, 59.9999874830246,0,
49.790291358600314,55.610140846073136,414.8888236547307,2019, 5, 13, 23, 41, 59.99998390674591,0,
48.539741477094125,60.969955394529514,414.65942511659097,2019, 5, 13, 23, 42, 59.999980330467224,0,
47.029831241656396,66.03353541659777,414.3699604103734,2019, 5, 13, 23, 44, 1.6987323760986328e-05,0,
45.287382302423815,70.78455235892336,414.0282740939621,2019, 5, 13, 23, 45, 1.341104507446289e-05,0,
43.339113106635004,75.2221079602283,413.6434865101329,2019, 5, 13, 23, 46, 9.834766387939453e-06,0,
41.210482735937326,79.35678674178587,413.2258176817095,2019, 5, 13, 23, 47, 6.258487701416016e-06,0,
38.92498986310216,83.20687132755482,412.7863883922547,2019, 5, 13, 23, 48, 2.682209014892578e-06,0,
36.50384518135874,86.79517430800725,412.3370029460616,2019, 5, 13, 23, 48, 59.99999910593033,0,
33.96590938521785,90.14664283014375,411.8899172274154,2019, 5, 13, 23, 49, 59.99999552965164,0,
31.32779968843861,93.28669653503394,411.457596197668,2019, 5, 13, 23, 50, 59.999991953372955,0,
28.60408981866431,96.2401654021684,411.05246525322576,2019, 5, 13, 23, 51, 59.99998837709427,0,
25.807551472431914,99.03068063525131,410.68666008177547,2019, 5, 13, 23, 52, 59.99998480081558,0,
22.949404406225806,101.68038361193744,410.37177978531435,2019, 5, 13, 23, 53, 59.999981224536896,0,
20.039554462937176,104.20984855489249,410.1186479320703,2019, 5, 13, 23, 55, 1.7881393432617188e-05,0,
17.086822067589672,106.63813107170944,409.9370872163904,2019, 5, 13, 23, 56, 1.430511474609375e-05,0,
14.099128565729314,108.98291390361184,409.8357098557441,2019, 5, 13, 23, 57, 1.0728836059570312e-05,0,
11.083679716280981,111.26068048451307,409.8217314527765,2019, 5, 13, 23, 58, 7.152557373046875e-06,0,
8.047119331643266,113.48691960451156,409.90080956642953,2019, 5, 13, 23, 59, 3.5762786865234375e-06,0,
4.995667875611282,115.67633770548233,410.07691153940254,2019, 5, 14, 0, 0, 0.0,0,
1.935247655550809,117.8430734903938,410.3522142478287,2019, 5, 14, 0, 0, 59.99999642372131,0,
-1.1284017026530897,120.00091172456082,410.7270379737094,2019, 5, 14, 0, 1, 59.99999284744263,0,
-4.18961381931027,122.16349551195341,411.199815881987,2019, 5, 14, 0, 2, 59.99998927116394,0,
-7.242688532326758,124.34453764306724,411.7670998237068,2019, 5, 14, 0, 3, 59.999985694885254,0,
-10.281783671098166,126.55803208556976,412.423602406605,2019, 5, 14, 0, 4, 59.99998211860657,0,
-13.3008040405641,128.81846812439593,413.162275018724,2019, 5, 14, 0, 6, 1.8775463104248047e-05,0,
-16.29327186125615,131.1410367253682,413.9744171386442,2019, 5, 14, 0, 7, 1.519918441772461e-05,0,
-19.252205355925707,133.54185213605072,414.849822220475,2019, 5, 14, 0, 8, 1.1622905731201172e-05,0,
-22.169961409582502,136.03814937085818,415.7769472952056,2019, 5, 14, 0, 9, 8.046627044677734e-06,0,
-25.038069469108517,138.64847165507032,416.7431101217106,2019, 5, 14, 0, 10, 4.470348358154297e-06,0,
-27.84704202927902,141.39281867815833,417.7347070776123,2019, 5, 14, 0, 11, 8.940696716308594e-07,0,
-30.586162861578416,144.29272644373955,418.7374479622464,2019, 5, 14, 0, 11, 59.999997317790985,0,
-33.243255071387935,147.37123135925677,419.7366031658314,2019, 5, 14, 0, 12, 59.9999937415123,0,
-35.804436160621655,150.65264933585024,420.7172585160783,2019, 5, 14, 0, 13, 59.99999016523361,0,
-38.25387548423812,154.16207398617277,421.6645730739102,2019, 5, 14, 0, 14, 59.999986588954926,0,
-40.57358189224103,157.92447006788777,422.5640352061883,2019, 5, 14, 0, 15, 59.99998301267624,0,
-42.7432666642191,161.96321840504243,423.40171240663483,2019, 5, 14, 0, 16, 59.99997943639755,0,
-44.740349759925024,166.29797814236775,424.16449103903574,2019, 5, 14, 0, 18, 1.609325408935547e-05,0,
-46.54019074173201,170.94177449092345,424.8402990129958,2019, 5, 14, 0, 19, 1.2516975402832031e-05,0,
-48.11666780326283,175.8974393405291,425.4183152606882,2019, 5, 14, 0, 20, 8.940696716308594e-06,0,
-49.44317289513473,-178.84629212691127,425.8891524378571,2019, 5, 14, 0, 21, 5.364418029785156e-06,0,
-50.49408675719109,-173.31824998641625,426.24501777798145,2019, 5, 14, 0, 22, 1.7881393432617188e-06,0,
-51.2466610929959,-167.56679943052177,426.4798464466462,2019, 5, 14, 0, 22, 59.99999821186066,0,
-51.68309106420818,-161.659142404798,426.5894059106487,2019, 5, 14, 0, 23, 59.99999463558197,0,
-51.79241090092819,-155.67721837400558,426.57136975550276,2019, 5, 14, 0, 24, 59.999991059303284,0,
-51.571783823174535,-149.71044019271568,426.4253598484377,2019, 5, 14, 0, 25, 59.9999874830246,0,
-51.02685074483857,-143.8466700110687,426.15295621076996,2019, 5, 14, 0, 26, 59.99998390674591,0,
-50.171041497342095,-138.16356868015203,425.75767443236685,2019, 5, 14, 0, 27, 59.999980330467224,0,
-49.02403576253113,-132.72228957619168,425.24491054895,2019, 5, 14, 0, 29, 1.6987323760986328e-05,0,
-47.60976429581613,-127.5645668239095,424.6218563734094,2019, 5, 14, 0, 30, 1.341104507446289e-05,0,
-45.95436145754733,-122.71300732534984,423.89738115873985,2019, 5, 14, 0, 31, 9.834766387939453e-06,0,
-44.08440705467651,-118.17371358558762,423.0818881963795,2019, 5, 14, 0, 32, 6.258487701416016e-06,0,
-42.02561014712471,-113.93999894104361,422.1871435375929,2019, 5, 14, 0, 33, 2.682209014892578e-06,0,
-39.801961019214836,-109.99623596247989,421.2260813636488,2019, 5, 14, 0, 33, 59.99999910593033,0,
-37.43528413210198,-106.32122999901503,420.21258874550693,2019, 5, 14, 0, 34, 59.99999552965164,0,
-34.9450905232189,-102.89086356061641,419.1612732454065,2019, 5, 14, 0, 35, 59.999991953372955,0,
-32.34862922062024,-99.67999378694536,418.08721718497566,2019, 5, 14, 0, 36, 59.99998837709427,0,
-29.661055728236555,-96.6637068041382,417.0057227317258,2019, 5, 14, 0, 37, 59.99998480081558,0,
-26.89565844955719,-93.81807275396476,415.93205222554536,2019, 5, 14, 0, 38, 59.999981224536896,0,
-24.064102390486234,-91.12053962905775,414.8811676741475,2019, 5, 14, 0, 40, 1.7881393432617188e-05,0,
-21.176678515480724,-88.55008880038916,413.86747835239527,2019, 5, 14, 0, 41, 1.430511474609375e-05,0,
-18.242517937813467,-86.08721527982203,412.9045907309054,2019, 5, 14, 0, 42, 1.0728836059570312e-05,0,
-15.269803772837061,-83.7138275876987,412.00507956879085,2019, 5, 14, 0, 43, 7.152557373046875e-06,0,
-12.265951357688524,-81.41308214910033,411.1802740439789,2019, 5, 14, 0, 44, 3.5762786865234375e-06,0,
-9.237769684531049,-79.16918953198562,410.44006742821017,2019, 5, 14, 0, 45, 0.0,0,
-6.191604975328194,-76.9672067262711,409.7927534310628,2019, 5, 14, 0, 45, 59.99999642372131,0,
-3.1334697945344305,-74.7928244722802,409.2448925533183,2019, 5, 14, 0, 46, 59.99999284744263,0,
-0.06916131435842662,-72.63215402869902,408.801211199149,2019, 5, 14, 0, 47, 59.99998927116394,0,
2.9956276129929393,-70.47151486853286,408.4645356268187,2019, 5, 14, 0, 48, 59.999985694885254,0,
6.055200944880627,-68.29722310850731,408.23576208619596,2019, 5, 14, 0, 49, 59.99998211860657,0,
9.103753929655369,-66.09537821433092,408.11386367279357,2019, 5, 14, 0, 51, 1.8775463104248047e-05,0,
12.13525371480582,-63.8516559006193,408.09593403027,2019, 5, 14, 0, 52, 1.519918441772461e-05,0,
15.143333079116687,-61.55108481571497,408.17726585852523,2019, 5, 14, 0, 53, 1.1622905731201172e-05,0,
18.121152694053162,-59.17783792843308,408.35146409463994,2019, 5, 14, 0, 54, 8.046627044677734e-06,0,
21.06125894062034,-56.715020869510816,408.6105899006502,2019, 5, 14, 0, 55, 4.470348358154297e-06,0,
23.95542152302395,-54.14447479924115,408.94533298468735,2019, 5, 14, 0, 56, 8.940696716308594e-07,0,
26.794450025053195,-51.44660934800317,409.3452084798896,2019, 5, 14, 0, 56, 59.999997317790985,0,
29.567987760965362,-48.600289584013176,409.7987742682955,2019, 5, 14, 0, 57, 59.9999937415123,0,
32.264283692862236,-45.582821795192665,410.2938642887521,2019, 5, 14, 0, 58, 59.99999016523361,0,
34.869947473736104,-42.37009733090034,410.8178331299285,2019, 5, 14, 0, 59, 59.999986588954926,0,
37.36969977320952,-38.936983065455536,411.3578070819437,2019, 5, 14, 1, 0, 59.99998301267624,0,
39.74614106145315,-35.25807486255433,411.90093679864094,2019, 5, 14, 1, 1, 59.99997943639755,0,
41.97957937546953,-31.30895306796112,412.43464715232165,2019, 5, 14, 1, 3, 1.609325408935547e-05,0,
44.04796820410326,-27.068104324873183,412.94687754855204,2019, 5, 14, 1, 4, 1.2516975402832031e-05,0,
45.92706014463247,-22.519578224354937,413.4263137094554,2019, 5, 14, 1, 5, 8.940696716308594e-06,0,
47.5908490115532,-17.65641807804252,413.86259969121437,2019, 5, 14, 1, 6, 5.364418029785156e-06,0,
49.01242760987655,-12.484572614660257,414.24653188063996,2019, 5, 14, 1, 7, 1.7881393432617188e-06,0,
50.1653213067312,-7.02669186999416,414.5702295398153,2019, 5, 14, 1, 7, 59.99999821186066,0,
51.02527819573776,-1.3248035453354667,414.8272794496399,2019, 5, 14, 1, 8, 59.99999463558197,0,
51.57234970378536,4.559342820337533,415.0128523129698,2019, 5, 14, 1, 9, 59.999991059303284,0,
51.79293192214474,10.547238039434019,415.1237890673056,2019, 5, 14, 1, 10, 59.9999874830246,0,
51.68133386404567,16.55002654227398,415.15865575819583,2019, 5, 14, 1, 11, 59.99998390674591,0,
51.24047699495951,22.477316721714065,415.11776613234963,2019, 5, 14, 1, 12, 59.999980330467224,0,
50.481533160871905,28.246369158288616,415.00317152042527,2019, 5, 14, 1, 14, 1.6987323760986328e-05,0,
49.422604818007464,33.789451161611744,414.81861875232784,2019, 5, 14, 1, 15, 1.341104507446289e-05,0,
48.08678520319476,39.057988767548245,414.5694755176586,2019, 5, 14, 1, 16, 9.834766387939453e-06,0,
46.500048652925905,44.02320815813522,414.2626259206091,2019, 5, 14, 1, 17, 6.258487701416016e-06,0,
44.68933863713791,48.67409156689605,413.9063368932763,2019, 5, 14, 1, 18, 2.682209014892578e-06,0,
42.68107675931685,53.01382044064631,413.5100980230981,2019, 5, 14, 1, 18, 59.99999910593033,0,
40.50015529735721,57.05581275786211,413.08443740539747,2019, 5, 14, 1, 19, 59.99999552965164,0,
38.16936669334731,60.82009802766779,412.64071663436516,2019, 5, 14, 1, 20, 59.999991953372955,0,
35.70917189356697,64.33038995297164,412.1909084643139,2019, 5, 14, 1, 21, 59.99998837709427,0,
